Gene ID	Gene Name	log2foldchange	p-value
ENSG00000204920	ZNF155	0	0.881203997
ENSG00000204922	UQCC3	0.1	0.059126077
ENSG00000204929	AC007389.1	-0.2	0.000142271
ENSG00000204934	ATP6V0E2-AS1	-0.3	1.43E-05
ENSG00000204936	CD177	-0.3	1.01E-05
ENSG00000204941	PSG5	-0.3	0.000103061
ENSG00000204946	ZNF783	0.2	0.000617156
ENSG00000204947	ZNF425	-0.4	1.26E-06
ENSG00000204950	LRRC10B	-0.6	7.94E-07
ENSG00000204954	C12orf73	-0.3	0.000515714
ENSG00000204956	PCDHGA1	-0.2	0.001522003
ENSG00000204961	PCDHA9	-0.2	0.039852331
ENSG00000204969	PCDHA2	-0.3	4.12E-06
ENSG00000204977	TRIM13	0.5	1.72E-06
ENSG00000204978	ERICH4	-0.7	0.010851011
ENSG00000204983	PRSS1	-0.7	0.226488139
ENSG00000204991	SPIRE2	-0.4	7.06E-05
ENSG00000205030	OR5L2	-0.4	2.58E-06
ENSG00000205038	PKHD1L1	-0.7	6.40E-06
ENSG00000205054	LINC01121	-0.2	6.56E-05
ENSG00000205056	LINC02397	-0.3	0.000308992
ENSG00000205060	SLC35B4	0.7	4.95E-09
ENSG00000205084	TMEM231	0.1	0.106110476
ENSG00000205085	FAM71F2	-0.2	0.000118269
ENSG00000205106	LINC02716	-0.5	4.10E-08
ENSG00000205108	FAM205A	-0.3	4.28E-06
ENSG00000205129	C4orf47	0.4	0.00018732
ENSG00000205133	TRIQK	0.2	0.018299523
ENSG00000205138	SDHAF1	-0.3	3.18E-06
ENSG00000205176	REXO1L1P	-0.2	0.000420145
ENSG00000205181	LINC00654	-0.2	0.000154339
ENSG00000205189	ZBTB10	0.1	0.300192022
ENSG00000205208	C4orf46	0.4	3.53E-05
ENSG00000205209	SCGB2B2	-0.5	4.12E-06
ENSG00000205213	LGR4	-0.6	0.002568325
ENSG00000205221	VIT	-0.2	0.036346696
ENSG00000205250	E2F4	-0.6	2.65E-06
ENSG00000205268	PDE7A	0.6	0.001922462
ENSG00000205269	TMEM170B	0.3	0.058276029
ENSG00000205277	MUC12	-0.3	0.00012337
ENSG00000205279	CTXN3	-0.2	0.001407749
ENSG00000205301	MGAT4D	-0.1	0.005316895
ENSG00000205302	SNX2	0.2	0.011864851
ENSG00000205309	NT5M	-0.5	9.01E-07
ENSG00000205323	SARNP	0	0.453455164
ENSG00000205336	ADGRG1	0.8	1.08E-06
ENSG00000205339	IPO7	0.1	0.040159811
ENSG00000205356	TECPR1	0.3	0.002057567
ENSG00000205358	MT1H	-0.9	3.53E-05
ENSG00000205359	SLCO6A1	-0.3	5.33E-06
ENSG00000205363	INSYN1	-0.3	9.35E-05
ENSG00000205364	MT1M	-1.4	1.87E-06
ENSG00000205396	LINC00661	-0.3	0.000174697
ENSG00000205403	CFI	1.3	1.30E-08
ENSG00000205413	SAMD9	1.6	2.57E-08
ENSG00000205420	KRT6A	0.3	0.178217426
ENSG00000205423	CNEP1R1	0.6	1.87E-06
ENSG00000205426	KRT81	-0.5	2.07E-06
ENSG00000205436	EXOC3L4	-0.3	8.52E-05
ENSG00000205464	ATP6AP1L	0.1	0.372974145
ENSG00000205476	CCDC85C	-0.1	0.005974179
ENSG00000205488	CALML3-AS1	-0.1	0.014637171
ENSG00000205502	C2CD4B	-0.6	5.88E-07
ENSG00000205517	RGL3	-0.5	3.21E-06
ENSG00000205531	NAP1L4	0.6	5.91E-07
ENSG00000205544	TMEM256	-0.5	1.93E-07
ENSG00000205559	CHKB-DT	-0.2	0.002879934
ENSG00000205562	AL049775.1	-0.1	0.065292712
ENSG00000205583	STAG3L1	0.1	0.099469078
ENSG00000205592	MUC19	-0.3	2.76E-06
ENSG00000205593	DENND6B	-0.1	0.054265073
ENSG00000205629	LCMT1	-0.5	0.000112241
ENSG00000205632	LINC01310	-0.2	1.77E-05
ENSG00000205643	CDPF1	-0.2	0.004305405
ENSG00000205649	HTN3	-0.1	0.005729951
ENSG00000205659	LIN52	0	0.647256629
ENSG00000205669	ACOT6	-0.3	1.92E-05
ENSG00000205678	TECRL	0	0.932073297
ENSG00000205683	DPF3	-0.3	1.62E-06
ENSG00000205696	ADARB2-AS1	-0.4	1.35E-06
ENSG00000205707	ETFRF1	-0.3	2.71E-06
ENSG00000205726	ITSN1	0.8	2.55E-07
ENSG00000205730	ITPRIPL2	1	3.86E-13
ENSG00000205744	DENND1C	-0.2	0.053171662
ENSG00000205755	CRLF2	-0.3	3.86E-06
ENSG00000205758	CRYZL1	0.5	1.13E-05
ENSG00000205765	C5orf51	0.4	6.87E-07
ENSG00000205777	GAGE1	-0.4	2.47E-07
ENSG00000205791	LOH12CR2	-0.3	0.002594053
ENSG00000205795	CYS1	-0.1	0.626877426
ENSG00000205808	PLPP6	-0.6	1.02E-06
ENSG00000205835	GMNC	-0.4	3.10E-05
ENSG00000205837	LINC00487	0	0.376450859
ENSG00000205838	TTC23L	-0.2	0.000483653
ENSG00000205853	RFPL3S	-0.1	0.057786603
ENSG00000205856	C22orf42	-0.4	6.87E-07
ENSG00000205858	LRRC72	-0.2	0.000599359
ENSG00000205861	PCOTH	-0.4	3.06E-07
ENSG00000205885	C1RL-AS1	-0.3	4.96E-05
ENSG00000205903	ZNF316	-0.2	0.000186889
ENSG00000205913	SRRM2-AS1	-0.3	2.65E-05
ENSG00000205922	ONECUT3	-0.6	9.58E-08
ENSG00000205927	OLIG2	-0.3	3.38E-06
ENSG00000205929	C21orf62	-0.4	0.000219451
ENSG00000205930	C21orf62-AS1	-0.4	3.24E-07
ENSG00000205937	RNPS1	0.2	9.13E-06
ENSG00000205978	NYNRIN	0.4	0.000204987
ENSG00000205981	DNAJC19	-0.1	0.004940923
ENSG00000206026	SMIM21	-0.2	3.59E-05
ENSG00000206052	DOK6	0.4	3.10E-05
ENSG00000206053	JPT2	0.3	0.000168465
ENSG00000206072	SERPINB11	-0.3	9.31E-05
ENSG00000206073	SERPINB4	0.8	0.006297667
ENSG00000206075	SERPINB5	0	0.627449323
ENSG00000206113	CFAP99	-0.6	9.77E-07
ENSG00000206120	EGFEM1P	0.1	0.401141151
ENSG00000206177	HBM	-0.4	2.98E-07
ENSG00000206181	ELOA2	-0.2	2.81E-06
ENSG00000206190	ATP10A	0.8	8.77E-10
ENSG00000206199	ANKUB1	-0.2	5.98E-06
ENSG00000206203	TSSK2	-0.5	1.16E-07
ENSG00000206337	HCP5	1.1	2.35E-05
ENSG00000206344	HCG27	-0.3	0.000158527
ENSG00000206384	COL6A6	0	0.773397234
ENSG00000206417	H1FX-AS1	-0.3	2.18E-06
ENSG00000206418	RAB12	0.5	5.67E-05
ENSG00000206432	TMEM200C	0.7	9.55E-08
ENSG00000206474	OR10C1	-0.5	8.21E-07
ENSG00000206503	HLA-A	1.2	3.87E-07
ENSG00000206527	HACD2	0.2	0.018244532
ENSG00000206530	CFAP44	0.1	0.344926153
ENSG00000206535	LNP1	-0.3	0.000812718
ENSG00000206538	VGLL3	1.4	2.11E-07
ENSG00000206552	KRBOX1-AS1	-0.3	1.57E-06
ENSG00000206557	TRIM71	-0.1	0.001939874
ENSG00000206559	ZCWPW2	-0.2	0.003045949
ENSG00000206560	ANKRD28	-0.1	0.426016359
ENSG00000206561	COLQ	-0.3	6.38E-06
ENSG00000206562	METTL6	0.2	0.000354141
ENSG00000206567	AC022007.1	-0.2	0.001403999
ENSG00000206573	THUMPD3-AS1	0.5	4.06E-05
ENSG00000206579	XKR4	-0.4	0.001238616
ENSG00000206791	RNU1-129P	-0.4	1.17E-06
ENSG00000207034	AP001011.1	0.1	0.283708718
ENSG00000207233	SNORA37	-0.1	0.010807882
ENSG00000207326	AL356583.1	0.1	0.047342985
ENSG00000207330	RNU6-73P	-0.1	0.054903403
ENSG00000207342	AL133238.1	0	0.642273473
ENSG00000211445	GPX3	-0.1	0.730114334
ENSG00000211448	DIO2	-0.3	0.000217989
ENSG00000211452	DIO1	-0.3	9.96E-08
ENSG00000211455	STK38L	0.9	5.53E-09
ENSG00000211456	SACM1L	-0.1	0.017102189
ENSG00000211460	TSN	0.3	3.05E-05
ENSG00000211584	SLC48A1	-0.2	0.000565593
ENSG00000211592	IGKC	1.6	1.04E-05
ENSG00000211598	IGKV4-1	1	0.01323546
ENSG00000211639	IGLV4-60	-0.5	1.30E-05
ENSG00000211648	IGLV1-47	1.5	0.000476969
ENSG00000211652	IGLV7-43	-0.1	0.45239431
ENSG00000211659	IGLV3-25	0.9	0.009282915
ENSG00000211663	IGLV3-19	0.4	0.150579213
ENSG00000211669	IGLV3-10	1.2	0.000905253
ENSG00000211672	IGLV4-3	-0.6	2.18E-09
ENSG00000211714	TRBV7-3	-0.4	5.68E-06
ENSG00000211750	TRBV24-1	-0.7	3.21E-09
ENSG00000211751	TRBC1	0.9	0.001390577
ENSG00000211779	TRAV5	-0.3	0.000136202
ENSG00000211780	TRAV6	-0.3	2.77E-05
ENSG00000211782	TRAV8-1	-0.3	5.76E-07
ENSG00000211784	TRAV10	-0.2	0.000169787
ENSG00000211785	TRAV12-1	-0.1	0.674414854
ENSG00000211787	TRAV8-3	-0.2	3.60E-06
ENSG00000211788	TRAV13-1	-0.2	0.204729053
ENSG00000211789	TRAV12-2	-0.3	1.42E-06
ENSG00000211791	TRAV13-2	-0.1	0.068942355
ENSG00000211793	TRAV9-2	-0.2	0.081138744
ENSG00000211794	TRAV12-3	-0.1	0.482361827
ENSG00000211795	TRAV8-6	-0.3	1.13E-05
ENSG00000211796	TRAV16	-0.2	0.000102919
ENSG00000211797	TRAV17	0	0.702880916
ENSG00000211800	TRAV20	-0.2	0.000681093
ENSG00000211801	TRAV21	-0.3	0.000761551
ENSG00000211802	TRAV22	-0.2	4.55E-05
ENSG00000211803	TRAV23DV6	-0.1	0.197596678
ENSG00000211805	TRAV24	-0.1	0.006535062
ENSG00000211806	TRAV25	-0.1	0.04212695
ENSG00000211809	TRAV27	-0.3	9.67E-05
ENSG00000211812	TRAV26-2	-0.2	0.001683181
ENSG00000211813	TRAV34	-0.3	2.19E-07
ENSG00000211815	TRAV36DV7	-0.1	0.003426333
ENSG00000211818	TRAV39	-0.3	5.58E-05
ENSG00000211819	TRAV40	-0.2	8.01E-06
ENSG00000211829	TRDC	-0.2	0.489189451
ENSG00000211891	IGHE	-0.6	2.84E-06
ENSG00000211898	IGHD	-0.4	0.002322503
ENSG00000211899	IGHM	1.4	0.001061821
ENSG00000211938	IGHV3-7	0.4	0.130931603
ENSG00000211946	IGHV3-20	0.1	0.820281119
ENSG00000211947	IGHV3-21	0.7	0.027461857
ENSG00000211949	IGHV3-23	0.6	0.069800498
ENSG00000211956	IGHV4-34	0.6	0.038386973
ENSG00000211966	IGHV5-51	-0.2	0.001313401
ENSG00000211976	IGHV3-73	-0.2	0.139457939
ENSG00000211979	IGHV7-81	-0.1	0.073270248
ENSG00000212122	TSSK1B	-0.4	7.26E-06
ENSG00000212123	PRR22	-0.3	1.40E-05
ENSG00000212125	TAS2R15P	0.1	0.070693295
ENSG00000212126	TAS2R50	-0.1	0.003219922
ENSG00000212127	TAS2R14	0.2	0.00558066
ENSG00000212128	TAS2R13	-0.2	4.07E-05
ENSG00000212283	SNORD89	0.7	1.73E-06
ENSG00000212694	LINC01089	-0.2	0.000322254
ENSG00000212710	CTAGE1	-0.1	0.041680417
ENSG00000212719	LINC02693	-0.5	3.58E-07
ENSG00000212721	KRTAP4-11	-0.2	7.37E-05
ENSG00000212722	KRTAP4-9	-0.2	0.002949024
ENSG00000212724	KRTAP2-3	-0.2	0.04560608
ENSG00000212725	KRTAP2-1	-0.3	1.07E-05
ENSG00000212743	LINC02656	0	0.332084745
ENSG00000212766	EWSAT1	-0.5	3.84E-06
ENSG00000212864	RNF208	-0.5	2.00E-07
ENSG00000212899	KRTAP3-3	-0.1	0.00110447
ENSG00000212900	KRTAP3-2	-0.1	0.000908867
ENSG00000212901	KRTAP3-1	-0.3	6.36E-06
ENSG00000212978	AC016747.1	0.2	0.053422308
ENSG00000213003	BTF3P12	-0.2	0.00010767
ENSG00000213005	PTTG3P	-0.1	0.356617493
ENSG00000213015	ZNF580	-0.3	6.12E-05
ENSG00000213018	AL590762.1	-0.1	0.016128798
ENSG00000213020	ZNF611	0.4	1.05E-05
ENSG00000213024	NUP62	0.9	8.33E-08
ENSG00000213047	DENND1B	-0.2	0.000814199
ENSG00000213060	AL031864.1	-0.2	1.18E-05
ENSG00000213062	Z99572.1	-0.3	9.19E-06
ENSG00000213063	RPL29P7	-0.4	1.02E-06
ENSG00000213064	SFT2D2	0.8	4.12E-08
ENSG00000213066	FGFR1OP	0	0.697661176
ENSG00000213071	LPAL2	-0.4	2.25E-07
ENSG00000213079	SCAF8	0.4	2.47E-05
ENSG00000213085	CFAP45	-0.4	5.50E-06
ENSG00000213088	ACKR1	0.4	0.128626818
ENSG00000213096	AC092279.1	-0.1	0.198904462
ENSG00000213130	EEF1DP5	-0.3	7.78E-06
ENSG00000213139	CRYGS	-0.1	0.220970163
ENSG00000213140	ELK2AP	-0.3	0.000173665
ENSG00000213160	KLHL23	0.4	0.002830713
ENSG00000213185	FAM24B	0.1	0.322697019
ENSG00000213186	TRIM59	1.4	2.74E-08
ENSG00000213190	MLLT11	1.2	2.34E-08
ENSG00000213199	ASIC3	-0.2	0.000793638
ENSG00000213203	GIMAP1	0.5	0.027568024
ENSG00000213215	OR2F1	-0.2	0.001010316
ENSG00000213218	CSH2	-0.4	5.37E-07
ENSG00000213265	TSGA13	-0.4	5.53E-07
ENSG00000213272	RPL7AP9	-0.6	4.64E-07
ENSG00000213281	NRAS	0.4	0.000119608
ENSG00000213310	CYCSP19	-0.1	0.000805211
ENSG00000213316	LTC4S	0.1	0.535846267
ENSG00000213337	ANKRD39	0.2	0.092715484
ENSG00000213339	QTRT1	-0.3	0.000410013
ENSG00000213341	CHUK	0.3	0.002240611
ENSG00000213347	MXD3	-0.4	8.69E-06
ENSG00000213373	LINC00671	-0.6	3.85E-06
ENSG00000213380	COG8	-0.4	5.26E-07
ENSG00000213390	ARHGAP19	0.4	0.000327156
ENSG00000213398	LCAT	0.3	6.17E-05
ENSG00000213401	MAGEA12	-0.1	0.002458366
ENSG00000213406	ANXA2P1	0.3	0.001675078
ENSG00000213416	KRTAP4-12	-0.3	0.000192726
ENSG00000213417	KRTAP2-4	-0.2	0.000491412
ENSG00000213420	GPC2	-0.4	1.89E-06
ENSG00000213424	KRT222	0.1	0.122521963
ENSG00000213445	SIPA1	0.3	0.002028544
ENSG00000213462	ERV3-1	-0.1	0.064773891
ENSG00000213463	SYNJ2BP	0	0.520206912
ENSG00000213465	ARL2	0	0.303593679
ENSG00000213468	FIRRE	-0.3	0.000157262
ENSG00000213516	RBMXL1	0.4	5.30E-05
ENSG00000213523	SRA1	0.2	0.000912706
ENSG00000213551	DNAJC9	0.4	0.000947519
ENSG00000213563	C8orf82	0.1	0.438657367
ENSG00000213579	AL096829.1	-0.5	1.98E-07
ENSG00000213585	VDAC1	0.5	0.000128411
ENSG00000213593	TMX2	0.1	0.083983884
ENSG00000213600	U73169.1	-0.3	2.28E-05
ENSG00000213614	HEXA	0.6	2.02E-09
ENSG00000213619	NDUFS3	0	0.461507851
ENSG00000213625	LEPROT	0.5	2.62E-10
ENSG00000213626	LBH	1.4	1.27E-09
ENSG00000213639	PPP1CB	0.1	0.238465006
ENSG00000213652	HMGB3P30	-0.3	1.57E-05
ENSG00000213653	RPL22P22	-0.3	4.17E-07
ENSG00000213654	GPSM3	0.5	0.001892274
ENSG00000213672	NCKIPSD	0.4	9.50E-08
ENSG00000213693	SEC14L1P1	-0.1	0.028292038
ENSG00000213694	S1PR3	0.3	0.006484623
ENSG00000213699	SLC35F6	0.1	0.0213308
ENSG00000213714	FAM209B	-0.2	0.001936784
ENSG00000213717	AC004692.1	-0.2	0.002750161
ENSG00000213722	DDAH2	0.5	1.46E-06
ENSG00000213741	RPS29	-0.1	0.041791183
ENSG00000213753	CENPBD1P1	0.5	2.84E-09
ENSG00000213760	ATP6V1G2	-0.3	6.85E-05
ENSG00000213762	ZNF134	0.1	0.009358406
ENSG00000213786	NHP2P2	0	0.326575885
ENSG00000213801	ZNF321P	0.4	5.02E-06
ENSG00000213853	EMP2	0.7	1.66E-08
ENSG00000213859	KCTD11	0.4	5.25E-05
ENSG00000213882	CYB5AP4	-0.3	4.27E-08
ENSG00000213888	LINC01521	-0.2	0.000841223
ENSG00000213889	PPM1N	-0.2	0.00241241
ENSG00000213901	SLC23A3	-0.3	0.000942068
ENSG00000213903	LTB4R	-0.3	0.00012269
ENSG00000213904	LIPE-AS1	-0.5	2.12E-06
ENSG00000213908	CYP2A7P1	-0.4	8.96E-08
ENSG00000213918	DNASE1	-0.3	1.05E-05
ENSG00000213923	CSNK1E	0.3	0.000626525
ENSG00000213937	CLDN9	-0.4	1.36E-05
ENSG00000213949	ITGA1	1.3	4.04E-08
ENSG00000213950	RPS10P2	-0.1	0.070275672
ENSG00000213963	AC019080.1	0.1	0.005507597
ENSG00000213965	NUDT19	-0.2	0.023708
ENSG00000213972	AL024509.2	0.1	0.197129141
ENSG00000213973	ZNF99	0	0.282694344
ENSG00000213983	AP1G2	0.4	9.20E-05
ENSG00000213988	ZNF90	-0.1	0.008728451
ENSG00000213994	AL157395.1	-0.5	1.46E-07
ENSG00000213995	NAXD	0.2	0.001132513
ENSG00000213996	TM6SF2	-0.4	0.000510967
ENSG00000214009	PCNAP3	0	0.282113308
ENSG00000214012	KRT18P38	-0.2	0.000309254
ENSG00000214013	GANC	0.3	0.000210575
ENSG00000214021	TTLL3	-0.2	0.000442035
ENSG00000214022	REPIN1	-0.1	0.136267926
ENSG00000214026	MRPL23	-0.2	0.005176352
ENSG00000214029	ZNF891	0	0.382259493
ENSG00000214042	IFNA7	-0.3	5.50E-05
ENSG00000214043	LINC02347	-0.2	8.61E-05
ENSG00000214046	SMIM7	0.1	0.093737844
ENSG00000214050	FBXO16	-0.3	0.007034037
ENSG00000214063	TSPAN4	0.5	1.16E-05
ENSG00000214078	CPNE1	0.3	0.00014406
ENSG00000214097	SMCO1	-0.4	3.74E-08
ENSG00000214106	PAXIP1-AS2	0.1	0.071759705
ENSG00000214107	MAGEB1	-0.2	0.000404287
ENSG00000214113	LYRM4	0.2	0.000726522
ENSG00000214114	MYCBP	-0.3	0.00042597
ENSG00000214128	TMEM213	-0.2	0.00324464
ENSG00000214140	PRCD	-0.5	8.03E-07
ENSG00000214145	LINC00887	-0.1	0.044869177
ENSG00000214146	LINC02026	-0.2	6.36E-05
ENSG00000214160	ALG3	-0.1	0.142944102
ENSG00000214176	PLEKHM1P1	-0.1	0.262402272
ENSG00000214184	GCC2-AS1	-0.4	9.90E-06
ENSG00000214193	SH3D21	-0.3	0.001193857
ENSG00000214194	SMIM30	0	0.456704026
ENSG00000214198	TTC41P	-0.4	2.36E-08
ENSG00000214226	C17orf67	-0.4	5.48E-07
ENSG00000214249	CTAGE11P	-0.3	3.11E-06
ENSG00000214253	FIS1	-0.1	0.041174605
ENSG00000214274	ANG	-0.1	0.711446827
ENSG00000214279	SCART1	-0.2	3.75E-06
ENSG00000214290	COLCA2	0.6	0.000393084
ENSG00000214293	APTR	0.3	0.003265768
ENSG00000214297	ALDOAP2	-0.2	6.86E-05
ENSG00000214309	MBLAC1	-0.4	1.31E-08
ENSG00000214313	AZGP1P1	-0.1	0.131919931
ENSG00000214324	C3orf56	-0.3	5.24E-07
ENSG00000214331	AC009053.2	0	0.210431697
ENSG00000214353	VAC14-AS1	-0.1	0.045351125
ENSG00000214357	NEURL1B	1.2	1.35E-07
ENSG00000214367	HAUS3	0.5	0.000147083
ENSG00000214374	RPLP2P1	-0.3	3.97E-07
ENSG00000214381	LINC00488	-0.2	6.10E-06
ENSG00000214401	KANSL1-AS1	-0.5	1.09E-06
ENSG00000214402	LCNL1	-0.3	1.53E-05
ENSG00000214413	BBIP1	-1	6.57E-08
ENSG00000214415	GNAT3	-0.2	0.001384644
ENSG00000214425	LRRC37A4P	0.1	0.185448911
ENSG00000214456	PLIN5	-0.9	1.31E-06
ENSG00000214510	SPINK13	-0.1	0.029136494
ENSG00000214517	PPME1	0.1	0.030621796
ENSG00000214518	KRTAP2-2	-0.2	0.0008065
ENSG00000214530	STARD10	-0.3	0.040294233
ENSG00000214541	RPS4XP3	-0.7	4.73E-08
ENSG00000214548	MEG3	0.3	0.087395084
ENSG00000214561	RBBP4P4	-0.1	0.021424103
ENSG00000214575	CPEB1	0.1	0.2982984
ENSG00000214595	EML6	-0.2	0.027994367
ENSG00000214652	ZNF727	0.1	0.510580266
ENSG00000214655	ZSWIM8	0.4	1.19E-06
ENSG00000214681	IQCF5	-0.3	7.69E-06
ENSG00000214686	IQCF6	-0.6	8.03E-08
ENSG00000214691	LINC01913	-0.4	3.43E-07
ENSG00000214706	IFRD2	-0.3	7.32E-05
ENSG00000214711	CAPN14	0	0.616146857
ENSG00000214717	ZBED1	0.1	0.060826238
ENSG00000214725	CDIPTOSP	-0.4	4.80E-06
ENSG00000214753	HNRNPUL2	0.5	2.78E-07
ENSG00000214756	CSKMT	-0.2	9.10E-06
ENSG00000214770	AL161756.1	-0.1	0.006941976
ENSG00000214783	POLR2J4	-0.2	0.001412659
ENSG00000214803	AC090921.1	-0.3	1.02E-06
ENSG00000214819	CDRT15L2	-0.5	8.31E-07
ENSG00000214821	HMGB1P4	0.2	0.008813347
ENSG00000214827	MTCP1	-0.1	0.086044435
ENSG00000214851	LINC00612	-0.3	1.06E-05
ENSG00000214869	TPM3P4	-0.1	0.020521411
ENSG00000214870	AC004540.1	-0.2	0.002274341
ENSG00000214872	SMTNL1	-0.4	2.37E-06
ENSG00000214900	LINC01588	-0.2	0.006029808
ENSG00000214922	HLA-F-AS1	0	0.786443883
ENSG00000214925	AC234778.1	-0.3	1.37E-06
ENSG00000214929	SPATA31D1	-0.4	7.01E-07
ENSG00000214941	ZSWIM7	-0.1	0.02823301
ENSG00000214944	ARHGEF28	-0.2	0.192777438
ENSG00000215000	AL034403.1	-0.2	2.87E-05
ENSG00000215012	RTL10	0.1	0.4001868
ENSG00000215018	COL28A1	-0.2	0.092929374
ENSG00000215021	PHB2	-0.2	0.000372885
ENSG00000215022	AL008729.1	0	0.734742549
ENSG00000215035	FDPSP5	-0.1	0.001493453
ENSG00000215041	NEURL4	-0.1	0.040268104
ENSG00000215063	RPL21P2	-0.8	1.99E-07
ENSG00000215067	ALOX12-AS1	-0.2	0.008834914
ENSG00000215068	AC025171.2	0.7	7.51E-06
ENSG00000215114	UBXN2B	0.4	7.42E-08
ENSG00000215117	LINC00588	-0.1	0.007469586
ENSG00000215146	BX322639.1	0	0.562807275
ENSG00000215151	ABCD1P2	-0.3	2.93E-06
ENSG00000215154	AC141586.1	-0.2	3.19E-05
ENSG00000215162	LINC00269	-0.3	1.37E-06
ENSG00000215182	MUC5AC	0.3	0.283862837
ENSG00000215187	FAM166B	-0.4	4.40E-07
ENSG00000215193	PEX26	-0.2	0.007060966
ENSG00000215196	BASP1-AS1	-0.1	0.015533732
ENSG00000215217	C5orf49	-0.3	2.94E-06
ENSG00000215218	UBE2QL1	0.7	0.000180265
ENSG00000215231	LINC01020	-0.2	6.24E-06
ENSG00000215251	FASTKD5	0.1	0.117129197
ENSG00000215256	DHRS4-AS1	-0.5	5.96E-07
ENSG00000215262	KCNU1	-0.3	4.65E-06
ENSG00000215271	HOMEZ	-0.3	0.000290934
ENSG00000215277	RNF212B	-0.3	3.53E-06
ENSG00000215296	TMCO5B	-0.2	4.42E-05
ENSG00000215301	DDX3X	0.2	0.00151595
ENSG00000215305	VPS16	0.3	1.09E-06
ENSG00000215375	MYL5	-0.2	0.040073129
ENSG00000215386	MIR99AHG	-0.2	0.001959455
ENSG00000215417	MIR17HG	-0.1	0.35812607
ENSG00000215421	ZNF407	0.2	0.016607932
ENSG00000215424	MCM3AP-AS1	0.1	0.20867712
ENSG00000215448	SRMP1	-0.4	1.94E-05
ENSG00000215452	ZNF663P	-0.3	4.65E-06
ENSG00000215458	AATBC	-0.2	0.004406177
ENSG00000215467	RPL27AP	-0.2	0.000237069
ENSG00000215475	SIAH3	-0.1	0.031172422
ENSG00000215483	LINC00598	-0.3	1.79E-05
ENSG00000215533	LINC00189	0.1	0.136070592
ENSG00000215546	DKKL1P1	-0.5	7.68E-08
ENSG00000215560	TTTY5	-0.3	1.24E-05
ENSG00000215568	GAB4	-0.4	2.49E-09
ENSG00000215580	BCORP1	-0.1	0.020523835
ENSG00000215612	HMX1	-0.5	3.96E-08
ENSG00000215644	GCGR	-0.6	2.93E-07
ENSG00000215704	CELA2B	-2.3	0.000868153
ENSG00000215712	TMEM242	0.1	0.047697983
ENSG00000215717	TMEM167B	0.3	1.78E-06
ENSG00000215788	TNFRSF25	-0.3	4.44E-06
ENSG00000215790	SLC35E2A	0	0.914395274
ENSG00000215808	LINC01139	-0.1	0.229912135
ENSG00000215834	FMO9P	-0.1	0.048715257
ENSG00000215841	AP002761.1	-0.2	0.001298368
ENSG00000215845	TSTD1	-0.1	0.346649909
ENSG00000215853	RPTN	-0.1	0.014202654
ENSG00000215866	LINC01356	-0.4	3.22E-05
ENSG00000215883	CYB5RL	-0.3	0.000794169
ENSG00000215908	CROCCP2	0.4	0.002272478
ENSG00000215912	TTC34	-0.3	1.95E-05
ENSG00000216347	RPL10P10	-0.4	6.16E-06
ENSG00000216368	AL136226.1	-0.5	1.75E-07
ENSG00000216560	LINC00955	-0.4	0.001049882
ENSG00000216621	AL583835.2	-0.4	9.50E-08
ENSG00000216636	RPL7P25	-0.1	0.001728376
ENSG00000216657	GLRX3P2	0	0.51527904
ENSG00000216718	AL024509.3	-0.3	1.00E-06
ENSG00000216740	ANXA2P3	0.4	1.92E-08
ENSG00000216754	AL050335.1	-0.3	7.00E-07
ENSG00000216775	AL109918.1	-0.6	1.46E-06
ENSG00000216863	LY86-AS1	-0.2	0.00015205
ENSG00000216895	AC009403.1	-0.3	9.53E-05
ENSG00000216921	FAM240C	-1	2.72E-06
ENSG00000216937	CCDC7	-0.4	8.61E-05
ENSG00000217085	HMGB3P19	-0.2	1.05E-05
ENSG00000217128	FNIP1	0.3	6.13E-06
ENSG00000217261	POM121L4P	-0.6	1.19E-07
ENSG00000217272	AL049545.1	-0.2	9.46E-05
ENSG00000217372	TUBB4BP7	-0.3	7.51E-07
ENSG00000217404	RPS4XP9	-0.6	2.20E-08
ENSG00000217442	SYCE3	-0.2	0.001246589
ENSG00000217455	AC073316.1	-0.2	0.003018581
ENSG00000217482	HMGB1P17	0	0.141626073
ENSG00000217612	AL031119.1	-0.1	0.002000444
ENSG00000217702	AC073263.1	-0.6	1.76E-07
ENSG00000217786	AL355379.2	-0.3	1.43E-05
ENSG00000217801	AL390719.1	-0.6	8.95E-09
ENSG00000217862	H4C10P	-0.1	0.043234749
ENSG00000218089	DNAJA1P4	-0.2	3.65E-05
ENSG00000218109	KIRREL3-AS3	-0.5	1.13E-06
ENSG00000218305	CDC14C	-0.1	0.018000904
ENSG00000218336	TENM3	0.7	4.70E-06
ENSG00000218357	LINC01644	-0.4	1.96E-05
ENSG00000218416	AC110619.1	-0.2	0.002066156
ENSG00000218537	MIF-AS1	-0.1	0.039565206
ENSG00000218574	HNRNPA1P37	-0.1	0.025533092
ENSG00000218690	H2AC10P	-0.2	0.001130012
ENSG00000218728	KRT18P44	-0.2	0.000456715
ENSG00000218739	CEBPZOS	0.1	0.126051393
ENSG00000218823	PAPOLB	-0.2	7.47E-06
ENSG00000218868	CNN3P1	-0.3	3.43E-07
ENSG00000218891	ZNF579	-0.2	0.004953316
ENSG00000218896	TUBB8P2	-0.3	7.72E-06
ENSG00000218902	PTMAP3	0.2	6.10E-05
